name,openHoursPerWeek,ECP,dhb-region,latitude,longitude,depot
Vivian Pharmacy,68.5,True,Taranaki,-39.0618726,174.06800380000004,Community
Life Pharmacy Rangiora,55.5,True,Canterbury,-43.3035944,172.59362099999998,Community
Parkside Pharmacy,53.5,True,Canterbury,-43.5338089,172.62395549999997,Community
Glen Eden Pharmacy,49.0,True,Waitematā DHB,-36.91029229999999,174.65176109999993,Community
Unichem Central Pharmacy Mosgiel,52.0,True,Southern,-45.8750481,170.34796759999995,Community
Mission Bay Pharmacy,58.0,True,Central Auckland,-36.8485693,174.8315182,Community
Life Pharmacy St Lukes,67.5,True,Central Auckland,-36.8829818,174.73359749999997,Community
Unichem Manly Pharmacy,52.5,True,Waitematā DHB,-36.63142500000001,174.76342499999998,Community
Your Pharmacy Mount Maunganui,55.0,True,Bay of Plenty,-37.67411999999999,176.22825999999998,Community
Unichem Whangamata Pharmacy,54.0,True,Waikato,-37.2060237,175.8720108,Community
Wanacare Pharmacy,50.5,True,Southern,-44.7092015,169.1361175,Community
Unichem Glendowie Pharmacy,51.5,True,Central Auckland,-36.869296,174.8594802,Community
Parkvale Pharmacy,52.5,True,Hawkes Bay,-39.6464145,176.8534665,Community
Gilmours Pharmacy,53.5,True,Hawkes Bay,-39.6707894,176.8769684,Community
Unichem Tower Junction Pharmacy,50.5,True,Canterbury,-43.5401978,172.6054558,Community
Unichem Willis St Pharmacy,45.0,True,Wellington,-41.28777940000001,174.77545399999997,Community
Bastins Pharmacy,45.0,True,Canterbury,-43.5019542,172.633446,Community
Oamaru Pharmacy,54.0,True,Southern,-45.09721529999999,170.97161119999998,Community
Woolworths Pharmacy Ashburton South,62.0,True,Canterbury,-43.9085124,171.74182159999998,Community
Life Pharmacy Ashburton,45.5,True,Canterbury,-43.9047352,171.74738330000002,Community
Unichem Rolleston Central Pharmacy,61.5,True,Canterbury,-43.5938932,172.3874769,Community
Unichem Brighton Village Pharmacy,53.0,True,Canterbury,-43.50721739999999,172.72672769999997,Community
Graeme Avenue Pharmacy,51.75,True,CM Health,-36.9725434,174.83410189999995,Community
Barron's Pharmacy,45.5,True,Waikato,-37.39107,175.84151080000004,Community
Life Pharmacy Centre City,62.5,True,Southern,-45.8720041,170.5074182,Community
Westmere Pharmacy,52.5,True,Central Auckland,-36.8544745,174.7184784,Community
Auckland Central Pharmacy ,60.0,True,Central Auckland,-36.8487579,174.748918,Community
Lab Pharmacy,54.0,True,Waitematā DHB,-36.7934057,174.74836460000006,Community
Unichem Maidstone Pharmacy,58.0,True,Hutt,-41.124592,175.0680507,Community
Pukekohe Plaza Pharmacy,60.0,True,CM Health,-37.2017804,174.9023068,Community
Pharmacy Direct,40.0,True,Waitematā DHB,-36.750592,174.71170510000002,Community
HC Pharmacy,40.0,True,Central Auckland,-36.8623848,174.7345995,Community
Net Pharmacy,49.0,True,Central Auckland,-36.8533208,174.7789414,Community
Woolworths Pharmacy Spotswood,45.0,True,Taranaki,-39.0757754,174.03322409999998,Community
Five Mile Pharmacy Queenstown,63.0,True,Southern,-45.0120767,168.7430109,Community
Manurewa Medical Centre Pharmacy,49.0,True,CM Health,-37.020321,174.89554199999998,Community
Ranui Pharmacy,51.0,True,Waitematā DHB,-36.8637145,174.60274890000005,Community
Amberley Pharmacy,48.75,True,Canterbury,-43.1568177,172.73038580000002,Community
Royal Oak Unichem Pharmacy (By Pak'n Save),59.0,True,Central Auckland,-36.9104783,174.77481910000006,Community
Five Cross Roads Pharmacy,48.0,True,Waikato,-37.7714286,175.29263689999993,Community
Larson's Pharmacy,48.25,True,Southern,-45.9022412,170.4290062,Community
Opunake Pharmacy,45.5,True,Taranaki,-39.45371,173.86074940000003,Community
Unichem Tokoroa Pharmacy,49.0,True,Waikato,-38.2183717,175.87271199999998,Community
Unichem Health Centre Pharmacy - Tokoroa,47.5,True,Waikato,-38.2309197,175.86075670000002,Community
Unichem Kamo Pharmacy,48.0,True,Northland,-35.6833483,174.30063559999996,Community
Unichem Cambridge Pharmacy,50.0,True,Waikato,-37.89428729999999,175.4697387,Community
Unichem Kamo Dispensary,45.0,True,Northland,-35.6830771,174.29935339999997,Community
Unichem Family Health Pharmacy - Cambridge,45.0,True,Waikato,-37.8895152,175.4539427,Community
Shorecare Pharmacy,101.5,True,Waitematā DHB,-36.784107938385745,174.7535079717636,Community
Unichem Cambridge Medical Centre Pharmacy,45.0,True,Waikato,-37.89361799999999,175.46566099999995,Community
Dawson Road Pharmacy,84.0,True,CM Health,-36.9769806,174.8961312,Community
Unichem Parklands Pharmacy,45.0,True,Canterbury,-43.48107049999999,172.70517940000002,Community
Grafton Pharmacy,59.0,True,Central Auckland,-36.8608309,174.76773649999996,Community
Omaka Landing Pharmacy,45.0,True,Nelson Marlborough,-41.5295704,173.9339644,Community
Central Drive-In Pharmacy,45.0,True,MidCentral,-40.3522313,175.6014106,Community
Ostend Village Pharmacy,40.0,True,Central Auckland,-36.7961076,175.04491380000002,Community
Otahuhu Community Pharmacy,39.166666666666664,True,Central Auckland,-36.94441069999999,174.84672969999997,Community
Milford Nutritional Pharmacy,44.0,True,Waitematā DHB,-36.7727184,174.7658619,Community
Wiri Health Pharmacy,46.5,True,CM Health,-37.000885,174.88931389999993,Community
Unichem Kauri Healthcare Pharmacy,45.0,True,MidCentral,-40.33812950000001,175.6318437,Community
Milson Pharmacy,45.0,True,MidCentral,-40.3298876,175.6133408,Community
Bureta Pharmacy,42.5,True,Bay of Plenty,-37.6711861,176.15265369999997,Community
Westend Pharmacy,45.0,True,Waikato,-37.7963644,175.24700359999997,Community
HealthHub Pharmacy,61.5,True,Waitematā DHB,-36.4114539,174.6549271,Community
Merivale Medical Pharmacy,40.0,True,Canterbury,-43.5101254,172.62036,Community
Tui Pharmacy Te Rapa,84.0,True,Waikato,-37.7576428,175.24689890000002,Community
La Hood's Tapanui Depot,37.5,False,Southern,-45.9432059,169.2614994,Depot
Unichem Health Centre Pharmacy Taupo,42.5,False,Lakes,-38.6892491,176.0761407,Community
Whitby Pharmacy Ltd,65.5,True,Wellington,-41.11528550000001,174.894971,Community
Comins Pharmacy,49.0,True,Waikato,-37.89415169999999,175.46883550000007,Community
MacKenzie Pharmacy,48.0,True,South Canterbury,-44.25716,170.098257,Community
Gate Pa Village Pharmacy,54.0,True,Bay of Plenty,-37.71448150000001,176.1431996,Community
Pharmacy 145 on Victoria,54.0,True,Whanganui,-39.9319987,175.0498932,Community
Eltham Pharmacy Depot,37.5,False,Taranaki,-39.43139499999999,174.29956,Depot
Carleton's Healthcare Depot,35.0,False,Southern,-46.1437675,167.99744310000005,Depot
Life Pharmacy Blenheim,46.0,True,Nelson Marlborough,-41.5136304,173.9569295,Community
South City Health Pharmacy,45.0,True,Waikato,-37.8083426,175.27139239999997,Community
Unichem Waiuku Medical Pharmacy,51.75,True,CM Health,-37.2526076,174.7254347,Community
Lincoln Pharmacy,48.5,True,Canterbury,-43.6400886,172.48398729999997,Community
Catlins Health & Gifts ,40.0,False,Southern,-46.451668,169.6579131,Community
Lambs Pharmacy & Natural Therapies Centre,52.0,True,Central Auckland,-36.8578648,174.76025140000002,Community
RedHills Pharmacy,42.5,False,Waitematā DHB,-36.8365382,174.6011209,Community
Royal Oak Pharmacy,94.5,True,Central Auckland,-36.9112206,174.77569489999996,Community
Devon West Pharmacy,48.0,True,Taranaki,-39.0615491,174.06279819999997,Community
Wairau Pharmacy,45.0,True,Nelson Marlborough,-41.515842,173.95715569999993,Community
Chemist Warehouse Westfield Riccarton,80.0,True,Canterbury,-43.5310205,172.597776,Community
Kensington Pharmacy Ltd,77.5,True,Northland,-35.7085691,174.3206953,Community
Life Pharmacy Barrington,63.5,True,Canterbury,-43.556888,172.61871070000007,Community
Life Pharmacy NorthWest,66.0,True,Waitematā DHB,-36.8185011,174.611662,Community
Pharmacy @ Bell Block,45.5,True,Taranaki,-39.028794,174.149673,Community
Pharmacy On Shakespeare,47.5,True,Waitematā DHB,-36.7814666,174.75346460000003,Community
Unichem Pukekohe Pharmacy,70.0,True,CM Health,-37.2008535,174.90021060000004,Community
Unichem Flagstaff Pharmacy,49.0,True,Waikato,-37.738107,175.25274379999996,Community
Unichem Point Chevalier Pharmacy,49.0,True,Central Auckland,-36.8705495,174.7104319,Community
Unichem Invercargill Pharmacy,61.0,True,Southern,-46.4120394,168.3482993,Community
Millhouse Pharmacy,54.0,True,CM Health,-36.9190524,174.91793159999997,Community
Ngatea Pharmacy Ltd,40.0,True,Waikato,-37.2759155,175.496446,Community
Pakuranga Pharmacy,40.0,True,CM Health,-36.8925555,174.853879,Community
Unichem Bealey Avenue Pharmacy,91.0,True,Canterbury,-43.5211494,172.64190259999998,Community
Pharmacy at Quay Park,56.0,True,Central Auckland,-36.8476598,174.77435220000007,Community
Epsom Pharmacy 2008 Ltd,54.25,True,Central Auckland,-36.90601319999999,174.7742012,Community
Tairua-Pauanui Pharmacy,49.0,True,Waikato,-37.00206420000001,175.84881540000003,Community
Woolworths Pharmacy Lynfield,77.0,True,Central Auckland,-36.92473469999999,174.72235460000002,Community
Unichem Motueka Pharmacy,48.5,True,Nelson Marlborough,-41.1112562,173.01082180000003,Community
Chemist Warehouse Lambton Quay,87.0,True,Wellington,-41.2839605,174.7751931,Community
Marsden Cove Pharmacy,48.0,True,Northland,-35.8391824,174.4664333,Community
Fairfield Pharmacy,45.5,True,Waikato,-37.7716146,175.28273890000003,Community
Hillcrest Healthcare Pharmacy,50.5,True,Waikato,-37.7990315,175.3164842,Community
Northcare Pukete Pharmacy,48.0,True,Waikato,-37.7506675,175.2411909,Community
Paihia Pharmacy,54.5,True,Northland,-35.282111,174.09110050000004,Community
Unichem Wellington Central Pharmacy,42.5,True,Wellington,-41.2823898,174.77536759999998,Community
Westview Pharmacy,48.5,True,Waitematā DHB,-36.91035369999999,174.64981710000006,Community
Bargain Chemist South Dunedin ,84.0,True,Southern,-45.8954313,170.5065951,Community
Crofton Downs Pharmacy,54.0,True,Wellington,-41.2570354,174.76578900000004,Community
Antidote Mornington,46.0,True,Southern,-45.8822846,170.4826778,Community
Bays Health Pharmacy,53.0,True,Waitematā DHB,-36.7140995,174.74629100000004,Community
Unichem Kilbirnie Pharmacy,54.0,True,Wellington,-41.3189819,174.79496300000005,Community
Downtown Pharmacy Mt Maunganui,52.0,False,Bay of Plenty,-37.638105,176.18335460000003,Community
Chemist Warehouse Albany,91.0,True,Waitematā DHB,-36.730771,174.70585700000004,Community
Newtown Medical Centre Dispensary,42.5,False,Wellington,-41.3134091,174.7788387,Community
Unichem One Tree Hill Pharmacy,35.0,True,Central Auckland,-36.8995031,174.80347299999994,Community
Tara Road Pharmacy,45.0,True,Bay of Plenty,-37.7145271,176.3066271,Community
Unichem Karaka Pharmacy,51.5,True,CM Health,-37.0740095,174.92298030000006,Community
Grant Irvine Pharmacy,40.0,True,MidCentral,-40.35391569999999,175.6169436,Community
Connolly Street Pharmacy,42.5,True,Hutt,-41.20396390000001,174.91205749999995,Community
Goldfields Pharmacy & Photo Centre,58.0,True,Waikato,-37.1397907,175.53952400000003,Community
Manaia Medicine Health & Beauty,40.0,False,Taranaki,-39.5508597,174.1243882,Community
Unichem Hurst and Taylor Pharmacy,48.5,True,Nelson Marlborough,-41.3126282,173.23410480000007,Community
Rangiora Pharmacy,47.5,True,Canterbury,-43.30239580000001,172.59163409999996,Community
MyPharmacy The Avenues,45.0,True,Bay of Plenty,-37.7038952,176.1582922,Community
Church Street Dispensary,45.5,True,Bay of Plenty,-38.0048534,177.2847092,Community
Levin Mall Pharmacy,45.5,True,MidCentral,-40.6228615,175.28505569999993,Community
My Pharmacy Whitiora Health Centre,45.0,True,Bay of Plenty,-37.7249761,176.3406067,Community
Musselburgh Pharmacy,45.0,True,Southern,-45.8976184,170.5154707,Community
Gordon's Pharmacy,45.0,True,Tairawhiti,-38.6499368,178.02067809999994,Community
Unichem Ti Rakau Drive Pharmacy,50.0,True,CM Health,-36.9265863,174.8978581,Community
Huntly Pharmacy Ltd,45.0,True,Waikato,-37.5591229,175.15902570000003,Community
Bakerfield Chemist,76.0,True,CM Health,-36.9888011,174.88540579999994,Community
Buller Pharmacy,45.5,True,West Coast,-41.7545327,171.59845270000005,Community
Merrilands Pharmacy,49.0,True,Taranaki,-39.0665723,174.10286240000005,Community
Ferry Road Pharmacy,45.0,True,Canterbury,-43.5404601,172.65840100000003,Community
Pollen Street Pharmacy,42.5,True,Waikato,-37.14214209999999,175.54400429999998,Community
Richmond Road Pharmacy,54.0,True,Central Auckland,-36.8588823,174.73139089999995,Community
Unichem Coromandel Pharmacy,53.5,True,Waikato,-36.7594039,175.49770950000004,Community
Te Awamutu Pharmacy,51.0,True,Waikato,-38.00942560000001,175.32404670000005,Community
Greenlane Care Pharmacy,42.5,True,Central Auckland,-36.8904644,174.7936289,Community
Unichem Ellerslie Pharmacy,42.5,True,Central Auckland,-36.8981391,174.80961430000002,Community
Unichem Ratanui Pharmacy,50.5,True,Waitematā DHB,-36.8689656,174.62864609999997,Community
Cavendish Drive Pharmacy,47.5,True,CM Health,-36.992938038023404,174.860919713974,Community
Te Hiku Pharmacy,42.5,False,Northland,-35.12017595364606,173.2603919506073,Community
Silverdale Clinic Pharmacy,84.0,True,Waitematā DHB,-36.6136183,174.68340509999996,Community
St Heliers Unichem Pharmacy,45.0,True,Central Auckland,-36.8503737,174.85862959999997,Community
Bluff Prescription Centre,34.166666666666664,False,Southern,-46.5990178,168.3420142,Community
Woolworths Pharmacy Rotorua,63.0,True,Lakes,-38.14340049999999,176.2541417,Community
Central City Pharmacy,42.5,True,Whanganui,-39.9325024,175.0508297,Community
Woolworths Pharmacy Whangarei - Okara Park,51.0,True,Northland,-35.7308613,174.3262351,Community
Carterton Pharmacy,47.5,True,Wairarapa,-41.0264073,175.5258202,Community
Unichem Huntly Pharmacy (formerly Pharmacy on Main Ltd),41.75,True,Waikato,-37.5578747,175.15855269999997,Community
Queenstown Pharmacy,61.5,True,Southern,-45.0304524,168.6578617,Community
Unichem Takanini Village Pharmacy,64.0,True,CM Health,-37.048682,174.9317797,Community
Unichem Medi-Centre Pharmacy,93.5,True,Waitematā DHB,-36.864551179552514,174.63020145893097,Community
Unichem Parklands Medical Pharmacy,47.5,True,Canterbury,-43.4792332,172.69102199999998,Community
Unichem Moorhouse Pharmacy,51.0,True,Canterbury,-43.5409237,172.6397687,Community
Unichem Otumoetai Pharmacy,42.5,True,Bay of Plenty,-37.6666236,176.1394904,Community
Woolworths Pharmacy Wainuiomata,77.0,True,Hutt,-41.259722,174.943604,Community
Woolworths Pharmacy Newtown,59.0,True,Wellington,-41.3073735,174.7774446,Community
Auckland City Hospital Pharmacy,62.0,True,Central Auckland,-36.86054163337887,174.76943492889404,Community
Hunters Corner Medical Centre Pharmacy,45.5,True,CM Health,-36.9696948,174.86272239999994,Community
Waitara Pharmacy,48.0,True,Taranaki,-39.0015575,174.23644420000005,Community
Bongard's Pharmacy,42.5,False,Bay of Plenty,-37.7256208,176.13283920000003,Community
Unichem 218 Ponsonby Pharmacy,51.0,True,Central Auckland,-36.8528856,174.7449878,Community
Ormiston Kiwi Chemist,46.5,True,CM Health,-36.96631679999999,174.9131364,Community
Unichem Summerfields Pharmacy,50.0,True,Southern,-45.0160276,168.73101380000003,Community
Unichem Putaruru Pharmacy,43.0,True,Waikato,-38.051914,175.77891650000004,Community
Waterloo Pharmacy,45.5,True,Hutt,-41.21459469999999,174.9223174,Community
WeCare Pharmacy Lincoln,45.0,True,Canterbury,-43.64181079999999,172.47490900000003,Community
Tamatea Pharmacy,54.5,True,Hawkes Bay,-39.5106473,176.8695948,Community
Woburn Pharmacy,54.5,True,Hutt,-41.22278180000001,174.91127619999997,Community
Woolworths Pharmacy Botany,77.0,True,CM Health,-36.9301123,174.91095029999997,Community
Woolworths Pharmacy Hornby,77.0,True,Canterbury,-43.542853699999995,172.52699691978287,Community
Woolworths Pharmacy Meadowlands,59.0,True,CM Health,-36.9135767,174.92872020000004,Community
Woolworths Pharmacy Porirua,59.0,True,Wellington,-41.13342189999999,174.84146169999997,Community
Woolworths Pharmacy Rangitikei Street,56.0,True,MidCentral,-40.3506293,175.60588540000003,Community
Cranwell's Pharmacy Of Remuera,48.5,True,Central Auckland,-36.880364,174.81232840000007,Community
Unichem Johns Photo Pharmacy,62.0,True,Bay of Plenty,-37.6891696,176.16524900000002,Community
Port Chalmers Pharmacy,50.0,True,Southern,-45.8158146,170.62125620000006,Community
Costco Pharmacy Westgate,70.0,True,Waitematā DHB,-36.811097869951475,174.60627945258852,Community
Cranford Pharmacy,54.0,True,Canterbury,-43.5153373,172.63765039999998,Community
Len Hooper Pharmacy,46.0,True,Hutt,-41.2073037,174.92957720000004,Community
Stephensons Unichem Pharmacy,50.0,True,Waikato,-36.8350616,175.70472389999998,Community
Roslyn Pharmacy,52.5,True,Southern,-45.8671052,170.48892420000004,Community
Greytown Pharmacy,42.0,True,Wairarapa,-41.079441,175.46117800000002,Community
Woolworths Pharmacy Grey Lynn,59.0,True,Central Auckland,-36.853614,174.733161,Community
Woolworths Pharmacy Mt Roskill,77.0,True,Central Auckland,-36.9044075,174.72739849999994,Community
Medical Centre Pharmacy Picton,47.5,True,Nelson Marlborough,-41.29267600000001,174.00694499999997,Community
Stay Well Pharmacy,56.0,True,Canterbury,-43.5459617,172.5244596,Community
Unichem Gateway Pharmacy Takanini,54.75,True,CM Health,-37.03924949999999,174.91452389999995,Community
Maniototo Pharmacy,40.0,True,Southern,-45.1292435,170.09844599999997,Community
Turuki Pharmacy Panmure,45.0,True,Central Auckland,-36.8993291,174.85365490000004,Community
Sunnynook Link Pharmacy,49.0,True,Waitematā DHB,-36.7605487,174.73950360000003,Community
Clive's Chemist,48.0,True,Hutt,-41.2607131,174.94616999999994,Community
Shields Pharmacy,48.0,True,Canterbury,-43.4912198,172.61248219999993,Community
The Pharmacy Manurewa,42.5,False,CM Health,-37.0221065,174.89861059999998,Community
Ilam Pharmacy,49.0,True,Canterbury,-43.5162545,172.57163409999998,Community
New Windsor Pharmacy,42.5,True,Central Auckland,-36.9111937,174.71705529999997,Community
Unichem Spitfire Square Pharmacy,54.0,True,Canterbury,-43.49148289999999,172.5476804,Community
Papanui Pharmacy,56.0,True,Canterbury,-43.5002639,172.6112826,Community
James Village Pharmacy (previously Girven Road Pharmacy),46.0,True,Bay of Plenty,-37.6871252,176.2447017,Community
Hobsonville Point Pharmacy,50.5,True,Waitematā DHB,-36.7928138,174.6609396,Community
Life Pharmacy Sylvia Park,74.0,True,Central Auckland,-36.9135005,174.8407995,Community
Northcote Unichem Pharmacy,45.0,True,Waitematā DHB,-36.8015949,174.74560380000003,Community
Unichem Russell Street Pharmacy,67.0,True,Hawkes Bay,-39.64262540000001,176.8428173,Community
New North Pharmacy,50.5,True,Central Auckland,-36.884815,174.71504319999997,Community
Seddon Pharmacy,54.0,True,CM Health,-37.1994762,174.90587240000002,Community
Northcare 7 Day Pharmacy,73.5,True,Waitematā DHB,-36.7492265,174.72847090000005,Community
Prebbleton Pharmacy,47.5,True,Canterbury,-43.5800923,172.5136887,Community
West Harbour Pharmacy,45.0,False,Waitematā DHB,-36.81850929999999,174.62911680000002,Community
Takanini Urgent Pharmacy,60.0,True,CM Health,-37.0395903,174.9148348,Community
Tolaga Bay Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-38.37314440000001,178.29706399999998,Depot
Tokomaru Bay Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-38.1303443,178.3149956,Depot
"Bramwell's Pharmacy Collection Depot - 59 Cliff Road, Te Karaka",0.0,False,Tairawhiti,-38.4695384,177.86366599999997,Depot
Hicks Bay Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-37.59189789999999,178.2914553,Depot
Ruatōria Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-37.89149829999999,178.3178055,Depot
Te Puia Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-38.05563299999999,178.30494539999995,Depot
"Bramwell's Pharmacy Collection Depot, 6530 Matawai Road, Matawai",0.0,False,Tairawhiti,-38.3571236,177.5341021,Depot
Tikitiki Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-37.7963114,178.4106613,Depot
Te Araroa Collection Depot - Gordon's Pharmacy,0.0,False,Tairawhiti,-37.63325099999999,178.3690102,Depot
Life Pharmacy St Heliers (Formerly known as St Heliers Bay Pharmacy),60.5,True,Central Auckland,-36.8510109,174.85752389999993,Community
Alexander Pharmacy,50.0,True,Wellington,-41.2915274,174.77357670000004,Community
Wakefield Pharmacy,47.5,True,Nelson Marlborough,-41.4058809,173.0425288,Community
Robertsons Strandon Pharmacy,42.5,True,Taranaki,-39.051058,174.09764369999994,Community
Unichem Bairds Pharmacy,105.0,True,CM Health,-36.96203980000001,174.87292230000003,Community
Unichem Queen St Pharmacy,66.0,True,Central Auckland,-36.8501651,174.7649312,Community
Unichem Bramwells Pharmacy,55.0,True,Tairawhiti,-38.6643364,178.02274310000007,Community
Roberts Pharmacy,64.5,True,South Canterbury,-44.4014388,171.25162420000004,Community
My Pharmacy Te Puke,42.5,True,Bay of Plenty,-37.7844015,176.327587,Community
Waimauku Pharmacy - Silver Fern,61.5,True,Waitematā DHB,-36.766553,174.4945727,Community
Unichem Karori Mall Pharmacy,50.0,True,Wellington,-41.2843397,174.73828079999998,Community
Unichem Golf Road Pharmacy,48.5,True,Waitematā DHB,-36.9265057,174.67020320000006,Community
Unichem Taradale Pharmacy,49.0,True,Hawkes Bay,-39.5364805,176.8484948,Community
Unichem Greenmeadows Pharmacy,45.0,True,Hawkes Bay,-39.52287729999999,176.8687281,Community
The Medication Management Hub,45.0,False,Central Auckland,-36.89232380000001,174.7748737,Community
Orrs Medicine Packaging Pharmacy,43.75,False,Northland,-35.7229913,174.3161963,Community
Temuka Pharmacy,45.5,True,South Canterbury,-44.2450057,171.27757840000004,Community
Unichem Morrinsville Pharmacy,48.5,True,Waikato,-37.6574582,175.5280173,Community
Life Pharmacy Botany,62.0,True,CM Health,-36.932606781491295,174.9132227897644,Community
Forrest Hill Family Pharmacy,46.5,True,Waitematā DHB,-36.76048859999999,174.74672150000004,Community
Unichem West Melton Pharmacy,51.5,True,Canterbury,-43.5224537,172.3704577,Community
Hoon Hay Pharmacy,45.0,True,Canterbury,-43.56607049999999,172.60447410000006,Community
Unichem Takanini Pharmacy,73.5,True,CM Health,-37.0475835,174.9272155,Community
Unichem Roskill Village Pharmacy,50.5,True,Central Auckland,-36.92089550000001,174.7362352,Community
Clevedon Village Pharmacy,45.5,True,CM Health,-36.99236000000001,175.03641100000004,Community
Raumati Road Pharmacy Ltd,49.0,True,Wellington,-40.9191468,174.98178329999996,Community
Unichem Silverdale Pharmacy,66.0,True,Waitematā DHB,-36.6136569,174.67908490000002,Community
Unichem Stoddard Road Pharmacy,78.5,True,Central Auckland,-36.9082158,174.73376140000005,Community
Bates Pharmacy,47.25,True,Southern,-46.23777690000001,169.73927760000004,Community
Antidote Meridian,56.5,True,Southern,-45.87021809999999,170.505518,Community
Queen Street Pharmacy (Upper Hutt),84.0,True,Hutt,-41.1227646,175.07371360000002,Community
Unichem Beerescourt Pharmacy,42.5,True,Waikato,-37.7701025,175.2635713,Community
Unichem Paeroa Pharmacy,46.0,True,Waikato,-37.3812575,175.67223949999993,Community
Community Care Pharmacy,54.0,True,Nelson Marlborough,-41.51485040000001,173.96005709999997,Community
Winton Pharmacy,49.0,True,Southern,-46.1420194,168.3248045,Community
Unichem Harris Road Pharmacy,42.5,True,Central Auckland,-36.8960964,174.83244719999993,Community
Westland Pharmacy,47.5,True,West Coast,-42.71741129999999,170.96234479999998,Community
Bay Plaza Pharmacy,61.0,True,Hawkes Bay,-39.6406848,176.8448039,Community
Unichem Sandringham Pharmacy,51.5,True,Central Auckland,-36.8920773,174.73607040000002,Community
Unichem Highland Park Pharmacy,57.5,True,CM Health,-36.89987999999999,174.90785649999998,Community
Platt's Pharmacy Ltd,48.0,True,Whanganui,-40.1739202,175.38616679999996,Community
Unichem Marina Pharmacy,59.0,True,CM Health,-36.8809843,174.89905199999998,Community
Aspiring Pharmacy Wanaka,63.0,True,Southern,-44.69594319999999,169.1355615,Community
Unichem Mangere Pharmacy,84.0,True,CM Health,-36.9711612,174.7978835,Community
Haumanu Pharmacy,68.0,True,CM Health,-36.96290183127625,174.8401004076004,Community
My Pharmacy Pāpāmoa Plaza,66.0,True,Bay of Plenty,-37.7005774,176.2837895,Community
Unichem Templeton Pharmacy,45.0,True,Canterbury,-43.5532919,172.4732225,Community
Unichem Waiheke Pharmacy,57.5,True,Central Auckland,-36.7828571,175.00942080000004,Community
Glengarry Pharmacy,48.5,True,Southern,-46.40237920000001,168.38512409999998,Community
Unichem Johnsonville Pharmacy,59.0,True,Wellington,-41.22375789999999,174.80761299999995,Community
Life Pharmacy La Hood's,46.0,True,Southern,-46.0999501,168.94563879999998,Community
Westbury Pharmacy,57.0,True,Wellington,-40.8767585,175.06411809999997,Community
Mana Pharmacy,54.0,True,Wellington,-41.0923337,174.8683944,Community
Unichem Davies Corner Pharmacy,50.0,True,Waikato,-37.7617899,175.28735889999996,Community
Westgate Pharmacy,81.75,True,Waitematā DHB,-36.8212311,174.60950619999994,Community
Unichem Helensville Pharmacy,52.0,True,Waitematā DHB,-36.6770257,174.45036800000003,Community
Unichem Waiuku Pharmacy,44.0,True,CM Health,-37.2491726,174.73086839999996,Community
Northcross Pharmacy,73.5,True,Waitematā DHB,-36.709549,174.72829660000002,Community
Unichem Weiti Pharmacy,55.0,True,Waitematā DHB,-36.6204213,174.6715545,Community
Pohutukawa Coast Pharmacy,64.5,True,CM Health,-36.88976820000001,175.0111382,Community
John Poswillo Pharmacy Ltd,51.5,True,Nelson Marlborough,-41.517338,173.95766300000003,Community
Clendon Pharmacy,59.0,True,CM Health,-37.03272739999999,174.8680019,Community
Unichem Ilam Healthworks Pharmacy,47.5,True,Canterbury,-43.5119218,172.5802312,Community
Unichem Prestons Pharmacy,57.5,True,Canterbury,-43.4751212,172.6598818,Community
Tui Pharmacy Central,42.5,True,Waikato,-37.77938769999999,175.2762593,Community
MEDICINES TO MIDNIGHT,101.0,True,Central Auckland,-36.8680645,174.77842609999993,Community
Redcliffs Pharmacy,50.0,True,Canterbury,-43.5620534,172.7392652,Community
Lyttelton Pharmacy,46.5,True,Canterbury,-43.6027645,172.7213713,Community
Mangere Bridge Pharmacy,56.0,True,CM Health,-36.9415781,174.7872903,Community
Horouta Pharmacy,40.0,True,Tairawhiti,-38.668677,178.04785590000006,Community
Moyle's Pharmacy,45.0,True,South Canterbury,-44.395921,171.24783279999997,Community
Unichem Waipukurau Pharmacy,49.5,True,Hawkes Bay,-39.9950381,176.55262670000002,Community
Unichem Fifteenth Avenue Pharmacy,60.0,True,Bay of Plenty,-37.70920600000001,176.16371749999996,Community
Unichem Cox's 7 Day Pharmacy,80.0,True,Central Auckland,-36.87907939999999,174.85504420000007,Community
Unichem Central Pharmacy Rotorua,59.5,True,Lakes,-38.1355099,176.24836789999995,Community
Life Pharmacy Te Puke,49.0,True,Bay of Plenty,-37.7853722,176.3283546,Community
Unichem Thames,49.0,True,Waikato,-37.1386916,175.54238250000003,Community
Avondale Kiwi Chemist,42.5,True,Central Auckland,-36.88579560000001,174.68359970000006,Community
Sumner Pharmacy,47.5,True,Canterbury,-43.56920559999999,172.75907949999998,Community
Unichem Stokes Valley Pharmacy,51.5,True,Hutt,-41.17385959999999,174.9819066,Community
Unichem Richmond Mall Pharmacy,59.0,True,Nelson Marlborough,-41.3402183,173.18608599999993,Community
Unichem John Savory Pharmacy,49.0,True,CM Health,-36.90245770000001,174.92564259999995,Community
